,participant,word_count,start,end,duration
2167,FA1,1,5404890,5405260,370
2168,FA1,5,5405715,5406815,1100
2169,FAE,0,5407845,5410385,2540
2170,CHI,0,5409185,5409475,290
2171,FA1,6,5410310,5411150,840
2172,FAE,4,5412730,5413210,480
2173,FA1,5,5415320,5416730,1410
2174,FAE,7,5418385,5423285,4900
2175,FA1,1,5424415,5424865,450
2176,CHI,0,5425160,5425670,510
2177,FA1,1,5425695,5426035,340
2178,FC1,1,5426915,5427405,490
2179,CHI,0,5429120,5432570,3450
2180,FC1,1,5433625,5434015,390
2181,FAE,4,5433925,5435675,1750
2182,FA1,1,5435600,5435880,280
2183,FC1,1,5435920,5436900,980
2184,FA1,3,5436130,5437310,1180
2185,FAE,4,5437990,5439350,1360
2186,FA1,4,5438680,5441250,2570
2187,CHI,0,5441285,5441925,640
2188,FC1,3,5442115,5443395,1280
2189,FA1,5,5443125,5444395,1270
2190,CHI,0,5444270,5444860,590
2191,FC1,0,5444635,5445845,1210
2192,FA1,14,5446520,5448740,2220
2193,FA1,11,5453030,5455000,1970
2194,CHI,0,5455025,5456415,1390
2195,FAE,4,5457050,5460080,3030
2196,CHI,0,5460075,5460725,650
2197,FA1,1,5460850,5461550,700
2198,CHI,0,5461590,5462160,570
2199,FA1,5,5463455,5464535,1080
2200,FAE,1,5465315,5465575,260
2201,FA1,2,5466150,5466590,440
2202,FA1,6,5468810,5470170,1360
2203,FC1,2,5470860,5471590,730
2204,CHI,0,5472695,5474215,1520
2205,FA1,8,5474455,5476615,2160
2206,FAE,1,5477625,5477995,370
2207,FA1,3,5479100,5480240,1140
2208,FAE,4,5480860,5481570,710
2209,FA1,3,5481615,5482145,530
2210,FC1,1,5482370,5482890,520
2211,CHI,0,5483080,5484710,1630
2212,FC1,5,5483670,5485440,1770
2213,FA1,6,5485915,5487905,1990
2214,FA1,5,5488355,5489645,1290
2215,FA1,4,5490030,5491860,1830
2216,FC1,1,5491305,5491635,330
2217,FC1,0,5493110,5493720,610
2218,FC1,2,5494035,5495325,1290
2219,FA1,18,5495730,5500760,5030
2220,FA1,5,5500915,5502515,1600
2221,CHI,0,5502135,5502515,380
2222,FA1,15,5503185,5506315,3130
2223,FC1,4,5511270,5513590,2320
2224,FC1,0,5514480,5515890,1410
2225,FC1,2,5516295,5518605,2310
2226,FA1,13,5518730,5521760,3030
2227,FC1,1,5522395,5522785,390
2228,FA1,6,5540950,5542070,1120
2229,CHI,0,5544230,5545380,1150
2230,FA1,1,5549275,5549705,430
2231,FA1,19,5556250,5560470,4220
2232,CHI,0,5561360,5561620,260
2233,FA1,5,5561855,5563205,1350
2234,FC1,6,5561860,5564130,2270
2235,FA1,1,5564110,5564740,630
2236,FC1,4,5572315,5573485,1170
2237,FA1,8,5574160,5575400,1240
2238,FC1,0,5576660,5577390,730
2239,FA1,6,5577485,5578325,840
2240,FA1,3,5579405,5580065,660
2241,FA1,3,5581145,5582665,1520
2242,FA1,7,5586745,5588225,1480
2243,FA1,2,5589485,5591175,1690
2244,FC1,4,5593490,5595950,2460
2245,FC1,8,5595970,5598060,2090
2246,FA1,11,5598655,5601105,2450
2247,FC1,5,5601350,5603200,1850
2248,FA1,1,5603315,5603975,660
2249,FA1,1,5654390,5657710,3320
2250,FC1,7,5658920,5660750,1830
2251,FA1,7,5660775,5662235,1460
2252,FA1,5,5665975,5667095,1120
2253,CHI,0,5686985,5688075,1090
2254,CHI,0,5688760,5690000,1240
2255,CHI,0,5693200,5695640,2440
2256,CHI,0,5698950,5699680,730
2257,CHI,0,5701015,5701775,760
2258,CHI,0,5703775,5705475,1700
2259,CHI,0,5705685,5709655,3970
2260,CHI,0,5740325,5741295,970
2261,FA1,8,5754050,5756450,2400
2262,FA1,6,5756740,5758480,1740
2263,FC1,3,5760340,5761580,1240
2264,FA1,10,5761600,5765290,3690
2265,FA1,4,5766800,5767580,780
2266,FC1,7,5767780,5770790,3010
2267,FA1,17,5771395,5775425,4030
2268,FA1,9,5776980,5778850,1870
2269,CHI,0,5849285,5849775,490
2270,CHI,0,5850820,5851070,250
2271,FA1,1,5851835,5852265,430
2272,CHI,0,5851925,5852565,640
2273,FA1,1,5852780,5853100,320
2274,CHI,0,5854480,5854830,350
2275,FA1,1,5855055,5855425,370
2276,CHI,0,5855980,5856280,300
2277,FA1,1,5856580,5856810,230
2278,CHI,0,5857165,5857365,200
2279,FA1,1,5857715,5857895,180
2280,CHI,0,5858155,5858425,270
2281,FA1,1,5858690,5858870,180
2282,CHI,0,5859080,5859260,180
2283,FA1,1,5859930,5860450,520
2284,CHI,0,5860660,5861420,760
2285,CHI,0,5862160,5862430,270
2286,CHI,0,5863305,5863935,630
2287,FC1,3,5864500,5866030,1530
2288,FC1,0,5883755,5885345,1590
2289,FC1,5,5904710,5908550,3840
2290,FC1,0,5909560,5910580,1020
2291,FA1,7,5913305,5916355,3050
2292,FA1,7,5916640,5918450,1810
2293,FA1,6,5918685,5921365,2680
2294,CHI,0,5921675,5922155,480
2295,FA1,15,5922265,5924925,2660
2296,FC1,1,5924975,5925275,300
2297,FA1,7,5925445,5927195,1750
2298,CHI,0,5943390,5943830,440
2299,CHI,0,5944470,5945000,530
2300,CHI,0,5945625,5946175,550
2301,CHI,0,5947700,5948240,540
2302,CHI,0,5949770,5949960,190
2303,CHI,0,5951275,5951635,360
2304,FA1,7,5951835,5954085,2250
2305,FA1,9,5954250,5957130,2880
2306,FA1,3,5957860,5958930,1070
2307,FA1,4,5959145,5960865,1720
2308,FC1,3,5961245,5962425,1180
2309,FA1,8,5962645,5964165,1520
2310,FC1,4,5965025,5966685,1660
2311,CHI,0,5966755,5967025,270
2312,CHI,0,5968910,5969440,530
2313,FA1,11,5969585,5971615,2030
2314,CHI,0,5970880,5971190,310
2315,FA1,5,5973315,5974345,1030
2316,FA1,3,5975280,5976330,1050
2317,FA1,6,5978375,5980045,1670
2318,FC1,4,5983890,5985130,1240
2319,FA1,6,5985130,5987250,2120
2320,FA1,1,5987300,5988360,1060
2321,FA1,3,5989020,5990500,1480
2322,FA1,4,5991110,5993090,1980
2323,FA1,1,5993200,5994190,990
2324,CHI,0,5994655,5995445,790
2325,FA1,2,5997050,5997380,330
2326,FA1,2,5999595,5999965,370
2327,FA1,2,6001665,6002125,460
2328,CHI,0,6002345,6003535,1190
2329,FC1,12,6004080,6007170,3090
2330,FA1,1,6009345,6009755,410
2331,CHI,0,6009985,6010115,130
2332,FA1,1,6010380,6010930,550
2333,CHI,0,6011070,6011270,200
2334,FA1,6,6011385,6012865,1480
2335,FA1,3,6012915,6013835,920
2336,CHI,0,6014825,6015065,240
2337,FA1,3,6015375,6016335,960
2338,CHI,0,6016535,6017055,520
2339,FA1,1,6017425,6018015,590
2340,CHI,0,6018390,6018710,320
2341,FA1,1,6018760,6019290,530
2342,CHI,0,6019640,6019830,190
2343,FA1,1,6020045,6020575,530
2344,CHI,0,6020610,6020800,190
2345,FA1,1,6021005,6021545,540
2346,CHI,0,6021565,6021675,110
2347,FA1,1,6021910,6022410,500
2348,CHI,0,6022480,6022690,210
2349,FA1,1,6022845,6023255,410
2350,CHI,0,6023350,6023500,150
2351,FA1,2,6023745,6024665,920
2352,CHI,0,6025135,6025705,570
2353,FC1,3,6025310,6026010,700
2354,CHI,0,6026250,6026500,250
2355,FA1,6,6026715,6028065,1350
2356,FA1,2,6028150,6028620,470
2357,FA1,2,6028725,6029155,430
2358,FA1,2,6029180,6029600,420
2359,CHI,0,6029645,6031325,1680
2360,FA1,2,6031035,6031355,320
2361,FC1,2,6031035,6031355,320
2362,FA1,2,6031365,6031645,280
2363,FC1,2,6031365,6031645,280
2364,FA1,2,6031735,6032275,540
2365,FC1,2,6031735,6032275,540
2366,CHI,0,6032295,6033515,1220
2367,CHI,0,6033825,6034795,970
2368,CHI,0,6035660,6036300,640
2369,FA1,2,6036680,6037220,540
2370,FC1,1,6037910,6038450,540
2371,FA1,1,6042465,6043075,610
2372,CHI,0,6045340,6046320,980
2373,FC1,7,6046300,6047660,1360
2374,FA1,2,6046320,6047380,1060
2375,FA1,17,6047900,6050450,2550
2376,FA1,6,6050575,6051505,930
2377,FC1,1,6051520,6052110,590
2378,FA1,5,6052525,6053645,1120
2379,CHI,0,6053215,6054265,1050
2380,CHI,0,6055910,6056280,370
2381,CHI,0,6056595,6056895,300
2382,CHI,0,6058885,6059155,270
2383,CHI,0,6059540,6060660,1120
2384,CHI,0,6060760,6061310,550
2385,CHI,0,6061355,6061965,610
2386,CHI,0,6062020,6062830,810
2387,CHI,0,6064805,6065345,540
2388,FA1,6,6066685,6069165,2480
2389,FA1,5,6069275,6070885,1610
2390,FA1,2,6073410,6074430,1020
2391,FA1,7,6077880,6080080,2200
2392,FC1,4,6081130,6082110,980
2393,FC1,3,6082130,6083030,900
2394,FA1,2,6083030,6083960,930
2395,FA1,1,6084795,6085265,470
2396,FA1,6,6085490,6087230,1740
2397,CHI,0,6088660,6088900,240
2398,FA1,11,6090120,6092130,2010
2399,FA1,2,6094725,6095275,550
2400,FA1,4,6097400,6098750,1350
2401,CHI,0,6099655,6099855,200
2402,CHI,0,6102595,6102835,240
2403,CHI,0,6103305,6103655,350
2404,FA1,13,6104540,6107290,2750
2405,CHI,0,6107535,6119505,11970
2406,FA1,5,6109585,6111005,1420
2407,FA1,5,6113235,6114305,1070
2408,FA1,3,6117180,6118400,1220
2409,CHI,0,6121300,6122640,1340
2410,FA1,5,6123370,6124520,1150
2411,CHI,0,6125025,6125295,270
2412,FA1,2,6125470,6126030,560
2413,FA1,5,6126280,6126950,670
2414,FA1,1,6127225,6127535,310
2415,CHI,0,6127230,6127940,710
2416,FA1,1,6127935,6128385,450
2417,CHI,0,6127950,6128810,860
2418,FA1,2,6129190,6130590,1400
2419,FA1,1,6131140,6131770,630
2420,CHI,0,6132270,6134700,2430
2421,FA1,1,6133675,6134265,590
2422,CHI,0,6134705,6136825,2120
2423,FA1,2,6135685,6136805,1120
2424,CHI,0,6136845,6137655,810
2425,CHI,0,6138070,6139520,1450
2426,FA1,0,6140665,6141895,1230
2427,FA1,7,6142600,6144060,1460
2428,CHI,0,6144710,6145280,570
2429,FA1,2,6145495,6146055,560
2430,FA1,5,6146605,6148025,1420
2431,CHI,0,6147985,6148855,870
2432,FA1,8,6148830,6150190,1360
2433,CHI,0,6150200,6151170,970
2434,CHI,0,6152145,6152535,390
2435,FC1,2,6153650,6155490,1840
2436,FC1,2,6155820,6156980,1160
2437,FA1,7,6157320,6158940,1620
2438,FA1,10,6159980,6161680,1700
2439,FA1,5,6161690,6163130,1440
2440,FA1,1,6168940,6169180,240
2441,CHI,0,6174580,6174820,240
2442,FA1,1,6183200,6183700,500
2443,FA1,0,6187150,6189510,2360
2444,CHI,0,6190570,6191560,990
2445,CHI,0,6192255,6192795,540
2446,CHI,0,6193365,6194005,640
2447,FA1,7,6205098,6206258,1160
2448,CHI,0,6206248,6206758,510
2449,FA1,4,6209563,6210563,1000
2450,FC1,7,6213793,6215223,1430
2451,CHI,0,6215223,6215503,280
2452,FA1,1,6215860,6216190,330
2453,FA1,7,6216605,6218355,1750
2454,FC1,9,6219550,6222430,2880
2455,CHI,0,6220095,6221795,1700
2456,CHI,0,6222430,6223110,680
2457,CHI,0,6223560,6224280,720
2458,CHI,0,6224530,6226980,2450
2459,FA1,0,6225520,6226910,1390
2460,CHI,0,6227325,6230645,3320
2461,FC1,6,6227595,6230615,3020
2462,CHI,0,6231535,6232325,790
2463,CHI,0,6234810,6235270,460
2464,FA1,2,6235555,6236065,510
2465,CHI,0,6236550,6237120,570
2466,FA1,2,6237350,6237910,560
2467,CHI,0,6239000,6239430,430
2468,CHI,0,6243795,6243875,80
2469,CHI,0,6246535,6247715,1180
2470,FA1,1,6248145,6248545,400
2471,FC1,4,6248605,6250395,1790
2472,FC1,3,6250970,6251970,1000
2473,FA1,8,6252220,6254010,1790
2474,FA1,8,6254075,6255395,1320
2475,FC1,5,6255725,6256955,1230
2476,CHI,0,6258550,6258850,300
2477,CHI,0,6259750,6259900,150
2478,FA1,30,6260665,6270805,10140
2479,CHI,0,6267715,6270285,2570
2480,FC1,5,6270330,6272640,2310
2481,FA1,8,6272965,6275335,2370
2482,FA1,16,6277860,6281680,3820
2483,CHI,0,6282960,6283390,430
2484,CHI,0,6284095,6284715,620
2485,CHI,0,6284965,6285775,810
2486,FC1,8,6286180,6289250,3070
2487,FA1,6,6289585,6291505,1920
2488,FC1,1,6292075,6292495,420
2489,FA1,1,6292925,6293455,530
2490,FA1,4,6293770,6295470,1700
2491,CHI,0,6295700,6296010,310
2492,FA1,1,6296285,6296565,280
2493,FC1,10,6297855,6301215,3360
2494,FA1,16,6301415,6304695,3280
2495,FC1,0,6302125,6308115,5990
2496,FC1,5,6312060,6313860,1800
2497,FA1,5,6313930,6315210,1280
2498,FC1,7,6315220,6317220,2000
2499,CHI,0,6316130,6317230,1100
2500,FA1,1,6317400,6318380,980
2501,FC1,4,6318400,6319320,920
2502,FA1,4,6320520,6321800,1280
2503,FC1,5,6321970,6324100,2130
2504,FC1,3,6324565,6325425,860
2505,FA1,9,6324720,6330470,5750
2506,CHI,0,6326125,6327255,1130
2507,CHI,0,6330685,6331645,960
2508,CHI,0,6331760,6332730,970
2509,FC1,3,6331775,6334225,2450
2510,CHI,0,6332795,6335875,3080
2511,FA1,1,6336220,6337000,780
2512,CHI,0,6337060,6338790,1730
2513,CHI,0,6338945,6339355,410
2514,CHI,0,6339970,6340910,940
2515,FA1,5,6341820,6343530,1710
2516,CHI,0,6342855,6343555,700
2517,FA1,4,6343735,6344645,910
2518,CHI,0,6344485,6345425,940
2519,FA1,4,6345895,6347145,1250
2520,FC1,0,6347180,6348410,1230
2521,FA1,1,6347855,6348335,480
2522,FA1,1,6349945,6350845,900
2523,CHI,0,6351240,6352410,1170
2524,FA1,7,6351915,6355385,3470
2525,FC1,0,6355360,6355840,480
2526,FA1,1,6356610,6358730,2120
2527,FA1,6,6359100,6362900,3800
2528,FA1,2,6363750,6364160,410
2529,CHI,0,6364325,6371905,7580
2530,FA1,5,6365205,6366905,1700
2531,FA1,12,6368855,6371875,3020
2532,FA1,11,6374315,6376455,2140
2533,CHI,0,6378215,6378745,530
2534,FA1,1,6383890,6384210,320
2535,FA1,13,6384470,6386570,2100
2536,FA1,13,6387270,6389980,2710
2537,FA1,8,6390135,6391775,1640
2538,CHI,0,6393475,6398315,4840
2539,FA1,1,6394875,6398005,3130
2540,CHI,0,6398770,6399260,490
2541,FA1,6,6400545,6402075,1530
2542,CHI,0,6403450,6404020,570
2543,FA1,5,6404195,6405285,1090
2544,CHI,0,6405600,6406120,520
2545,FA1,11,6406130,6407820,1690
2546,FA1,1,6408055,6408415,360
2547,FA1,8,6409455,6411855,2400
2548,FC1,5,6411865,6413115,1250
2549,FA1,1,6413590,6413950,360
2550,FA1,1,6414680,6414880,200
2551,FA1,5,6415150,6416250,1100
2552,FA1,7,6416580,6418660,2080
2553,FC1,5,6418890,6422850,3960
2554,FA1,8,6422250,6424530,2280
2555,FA1,18,6424580,6428930,4350
2556,FC1,1,6429475,6430025,550
2557,FA1,2,6430310,6430900,590
2558,FA1,2,6432063,6432933,870
2559,CHI,0,6434818,6435398,580
2560,FA1,8,6435858,6438258,2400
2561,CHI,0,6438448,6438988,540
2562,FA1,1,6439018,6439518,500
2563,CHI,0,6439928,6440468,540
2564,FA1,8,6440728,6443458,2730
2565,FA1,10,6443463,6444563,1100
2566,FC1,3,6444583,6445653,1070
2567,FA1,4,6445718,6446618,900
2568,FA1,1,6446718,6447108,390
2569,FC1,3,6447213,6447843,630
2570,FA1,3,6447998,6448528,530
2571,FA1,1,6448543,6448803,260
2572,CHI,0,6460270,6461550,1280
2573,FA1,15,6461590,6464390,2800
2574,FA1,5,6464910,6465850,940
2575,FA1,5,6466310,6466970,660
2576,FA1,5,6468540,6469670,1130
2577,CHI,0,6471685,6472525,840
2578,FA1,19,6472770,6476270,3500
2579,CHI,0,6472775,6474765,1990
2580,FA1,7,6477260,6478250,990
2581,CHI,0,6478655,6478855,200
2582,FA1,1,6478875,6479585,710
2583,CHI,0,6480710,6482700,1990
2584,CHI,0,6482715,6488985,6270
2585,FA1,23,6484565,6489655,5090
2586,FC1,6,6493630,6496000,2370
2587,FA1,10,6496185,6498405,2220
2588,FA1,9,6501415,6504455,3040
2589,FA1,2,6504855,6505605,750
2590,CHI,0,6506330,6509700,3370
2591,FA1,1,6508905,6509705,800
2592,CHI,0,6509885,6510325,440
2593,FA1,4,6510705,6511365,660
2594,CHI,0,6511615,6516785,5170
2595,FA1,16,6513920,6516750,2830
2596,FA1,6,6517145,6518495,1350
2597,FA1,6,6519660,6520620,960
2598,FA1,4,6521160,6522040,880
2599,FA1,4,6522720,6523800,1080
2600,FA1,6,6524160,6525450,1290
2601,FA1,9,6528445,6530395,1950
2602,CHI,0,6530850,6531280,430
2603,FA1,3,6534915,6535975,1060
2604,FC1,9,6537135,6541385,4250
2605,FA1,1,6540710,6541370,660
2606,FC1,2,6542160,6543180,1020
2607,FA1,2,6543170,6543920,750
2608,CHI,0,6544190,6544480,290
2609,CHI,0,6545345,6545765,420
2610,FC1,10,6547335,6554655,7320
2611,FA1,2,6554805,6555575,770
2612,CHI,0,6555850,6556100,250
2613,FC1,7,6556315,6559085,2770
2614,CHI,0,6560240,6560980,740
2615,CHI,0,6562930,6564090,1160
2616,CHI,0,6564210,6565040,830
2617,FC1,2,6566505,6567165,660
2618,FA1,1,6567495,6567935,440
2619,FC1,4,6568055,6569345,1290
2620,FA1,4,6570100,6571130,1030
2621,FC1,6,6570775,6572345,1570
2622,FA1,5,6573020,6574030,1010
2623,FC1,1,6574195,6575555,1360
2624,FA1,1,6575705,6576415,710
2625,FA1,5,6576890,6578500,1610
2626,FA1,7,6580345,6582695,2350
2627,CHI,0,6585230,6585860,630
2628,CHI,0,6588645,6589565,920
2629,CHI,0,6592255,6593485,1230
2630,FA1,3,6594110,6594850,740
2631,CHI,0,6595480,6595640,160
2632,CHI,0,6597260,6599700,2440
2633,FA1,3,6599720,6601190,1470
2634,FA1,2,6601265,6602465,1200
2635,CHI,0,6602405,6602975,570
2636,FA1,4,6603335,6605315,1980
2637,CHI,0,6611145,6611725,580
2638,FC1,14,6611835,6616505,4670
2639,FA1,18,6616690,6619840,3150
2640,FA1,11,6619995,6622125,2130
2641,FA1,9,6628000,6629870,1870
2642,FA1,2,6649125,6649725,600
2643,FA1,6,6651065,6652365,1300
2644,FA1,9,6653795,6655355,1560
2645,FA1,3,6656845,6657565,720
2646,FA1,2,6658235,6658915,680
2647,FA1,3,6659565,6661005,1440
2648,FA1,4,6661245,6662325,1080
2649,FC1,4,6663175,6664375,1200
2650,FA1,4,6664475,6665685,1210
2651,FC1,4,6666250,6667610,1360
2652,FC1,0,6668290,6669850,1560
2653,FC1,4,6670490,6672670,2180
2654,FC1,0,6673160,6676240,3080
2655,FA1,5,6681240,6682090,850
2656,FC1,1,6682255,6682535,280
2657,FA1,8,6682775,6684395,1620
2658,FC1,1,6684425,6684875,450
2659,FC1,5,6690170,6691980,1810
2660,FA1,12,6691760,6694570,2810
2661,FA1,1,6695055,6695235,180
2662,FC1,3,6695325,6697585,2260
2663,FA1,2,6697155,6697575,420
2664,FA1,5,6698105,6698995,890
2665,FC1,5,6699230,6700350,1120
2666,FA1,3,6700520,6701510,990
2667,FA1,0,6708315,6711955,3640
2668,FA1,0,6714255,6716855,2600
2669,FC1,4,6719715,6721415,1700
2670,CHI,0,6722975,6723345,370
2671,CHI,0,6723460,6725130,1670
2672,FC1,0,6727665,6728705,1040
2673,FC1,8,6729605,6733945,4340
2674,FA1,3,6734185,6735355,1170
2675,FC1,3,6735770,6736450,680
2676,FC1,3,6738145,6739405,1260
2677,FC1,3,6740335,6741215,880
2678,FC1,1,6742275,6742805,530
2679,FC1,2,6743870,6744560,690
2680,FA1,3,6745185,6746205,1020
2681,FC1,7,6748105,6751085,2980
2682,FC1,4,6751435,6753005,1570
2683,FC1,5,6753445,6756155,2710
2684,FA1,3,6755430,6756160,730
2685,FC1,0,6756655,6757945,1290
2686,FA1,0,6759010,6760300,1290
2687,FC1,1,6760665,6761035,370
2688,FA1,1,6761475,6761715,240
2689,CHI,0,6773245,6774465,1220
2690,FA1,5,6774525,6775315,790
2691,CHI,0,6775600,6776340,740
2692,FA1,6,6776620,6777620,1000
2693,CHI,0,6777720,6778900,1180
2694,FA1,4,6779190,6780280,1090
2695,CHI,0,6780305,6781035,730
2696,CHI,0,6781850,6782260,410
2697,CHI,0,6782935,6783185,250
2698,FA1,3,6794490,6795020,530
2699,FA1,3,6795545,6796415,870
2700,CHI,0,6801520,6802230,710
2701,FA1,7,6802185,6803505,1320
2702,FA1,8,6804985,6806425,1440
2703,FA1,2,6806925,6807325,400
2704,FC1,0,6807860,6808480,620
2705,FA1,1,6809115,6809605,490
2706,FA1,3,6809710,6810570,860
2707,CHI,0,6812990,6813190,200
2708,CHI,0,6813910,6815420,1510
2709,FA1,2,6814935,6815215,280
2710,FA1,4,6815215,6816745,1530
2711,FC1,3,6817095,6817775,680
2712,FA1,3,6821055,6821585,530
2713,CHI,0,6823200,6823850,650
2714,CHI,0,6824745,6825135,390
2715,CHI,0,6828930,6829540,610
2716,CHI,0,6830905,6831895,990
2717,CHI,0,6833100,6834090,990
2718,FA1,5,6833975,6835835,1860
2719,CHI,0,6835845,6837035,1190
2720,FA1,4,6836810,6837960,1150
2721,FA1,8,6842635,6844365,1730
2722,CHI,0,6843960,6844400,440
2723,FA1,15,6844490,6847860,3370
2724,CHI,0,6847410,6847670,260
2725,FA1,1,6848160,6848500,340
2726,CHI,0,6850850,6851310,460
2727,FA1,2,6851930,6852570,640
2728,CHI,0,6852540,6853100,560
2729,CHI,0,6853880,6854030,150
2730,CHI,0,6855000,6855340,340
2731,CHI,0,6856540,6856800,260
2732,FA1,2,6857240,6857630,390
2733,CHI,0,6859165,6859425,260
2734,FA1,1,6860455,6860855,400
2735,FA1,1,6862085,6862235,150
2736,CHI,0,6863020,6863380,360
2737,CHI,0,6863710,6864080,370
2738,FA1,14,6877633,6881143,3510
2739,FA1,4,6883178,6884778,1600
2740,FC1,1,6884038,6884348,310
2741,FA1,2,6884793,6885403,610
2742,FA1,8,6886548,6889088,2540
2743,FC1,1,6889388,6889688,300
2744,FA1,5,6890908,6891868,960
2745,CHI,0,6901178,6903198,2020
2746,FC1,1,6906768,6907348,580
2747,FA1,3,6907808,6908298,490
2748,FA1,14,6911633,6915073,3440
2749,FC1,9,6917583,6920513,2930
2750,FA1,9,6921158,6922558,1400
2751,FA1,7,6923218,6924028,810
2752,FC1,0,6924183,6924813,630
2753,FA1,7,6925268,6926418,1150
2754,FC1,1,6926453,6927003,550
2755,FA1,1,6926768,6927008,240
2756,CHI,0,6933138,6933458,320
2757,CHI,0,6941336,6942516,1180
2758,CHI,0,6943896,6944736,840
2759,FA1,5,6944696,6945566,870
2760,FA1,1,6946741,6947311,570
2761,CHI,0,6947296,6947846,550
2762,FA1,1,6954551,6954991,440
2763,FC1,8,6958186,6963216,5030
2764,FA1,1,6963541,6963921,380
2765,FA1,12,6964511,6966461,1950
2766,FC1,10,6967311,6970151,2840
2767,FA1,1,6969761,6970021,260
2768,CHI,0,6972551,6973401,850
2769,FA1,17,6973346,6975576,2230
2770,FC1,11,6975721,6982191,6470
2771,CHI,0,6979776,6980416,640
2772,FA1,4,6982456,6983486,1030
2773,FC1,3,6983421,6984541,1120
2774,FA1,3,6984051,6985241,1190
2775,FC1,4,6985586,6987296,1710
2776,FA1,3,6988291,6989391,1100
2777,FC1,1,6989361,6990081,720
2778,FA1,10,6990401,6993181,2780
2779,FC1,3,6993331,6994141,810
2780,FA1,1,6994276,6995076,800
2781,FA1,10,6996376,6997606,1230
2782,CHI,0,6996851,6997621,770
2783,CHI,0,6998096,6999066,970
2784,FA1,2,6999201,7000221,1020
2785,FA1,6,7000481,7001931,1450
2786,FA1,11,7002506,7006326,3820
2787,FA1,14,7006646,7009766,3120
2788,CHI,0,7010616,7011146,530
2789,FA1,6,7014451,7016021,1570
2790,CHI,0,7015991,7017031,1040
2791,FA1,2,7017036,7018316,1280
2792,CHI,0,7018346,7020906,2560
2793,FA1,1,7019196,7019596,400
2794,FC1,3,7020276,7020926,650
2795,CHI,0,7020911,7022761,1850
2796,FC1,1,7022191,7023051,860
2797,FC1,1,7023476,7024176,700
2798,CHI,0,7024196,7025856,1660
2799,CHI,0,7026296,7027016,720
2800,FC1,1,7027036,7028186,1150
2801,FC1,4,7028821,7031231,2410
2802,FA1,5,7031386,7033036,1650
2803,CHI,0,7031711,7033631,1920
2804,FC1,2,7032721,7033161,440
2805,FA1,1,7033591,7034211,620
2806,CHI,0,7034161,7035261,1100
2807,FA1,5,7034211,7036191,1980
2808,FC1,2,7036056,7036956,900
2809,CHI,0,7036081,7037351,1270
2810,FC1,2,7037351,7038261,910
2811,CHI,0,7038246,7039386,1140
2812,CHI,0,7040256,7041956,1700
2813,FA1,7,7041396,7042946,1550
2814,CHI,0,7044926,7046416,1490
2815,CHI,0,7046926,7047866,940
2816,FA1,7,7049091,7050321,1230
2817,CHI,0,7050556,7050796,240
2818,CHI,0,7051081,7051941,860
2819,FA1,6,7058631,7060211,1580
2820,FA1,8,7063681,7065211,1530
2821,CHI,0,7075426,7075686,260
2822,FA1,6,7077366,7079096,1730
2823,FA1,12,7080931,7083091,2160
2824,FC1,1,7083451,7083941,490
2825,FA1,3,7084306,7085806,1500
2826,FA1,10,7088096,7089996,1900
2827,FA1,7,7090626,7092326,1700
2828,FA1,3,7092576,7093236,660
2829,FA1,5,7096836,7097756,920
2830,FA1,6,7102926,7104126,1200
2831,FA1,4,7104346,7105536,1190
2832,FA1,6,7105661,7107401,1740
2833,CHI,0,7107441,7108581,1140
2834,FA1,16,7108741,7110971,2230
2835,FA1,9,7112736,7114256,1520
2836,FA1,6,7115326,7116376,1050
2837,FA1,1,7118251,7118621,370
2838,FA1,1,7122136,7122566,430
2839,FA1,1,7124321,7124571,250
2840,CHI,0,7125246,7127096,1850
2841,FA1,4,7129861,7131091,1230
2842,FA1,5,7133676,7135296,1620
2843,FA1,6,7135406,7137356,1950
2844,FA1,5,7137730,7138570,840
2845,CHI,0,7138800,7139910,1110
2846,FA1,1,7140785,7141085,300
2847,CHI,0,7145305,7145555,250
2848,FA1,4,7147530,7148250,720
2849,CHI,0,7150680,7151290,610
2850,FA1,3,7154385,7154895,510
2851,FA1,5,7156360,7158040,1680
2852,CHI,0,7158320,7158990,670
2853,FA1,2,7159345,7160075,730
2854,FA1,8,7160840,7163120,2280
2855,CHI,0,7163290,7163730,440
2856,CHI,0,7166850,7167130,280
2857,FA1,9,7168600,7169990,1390
2858,CHI,0,7172335,7172635,300
2859,FA1,3,7176865,7178545,1680
2860,CHI,0,7178555,7179855,1300
2861,CHI,0,7180445,7181445,1000
2862,CHI,0,7182155,7182995,840
2863,CHI,0,7183715,7184735,1020
2864,FA1,3,7184275,7185165,890
2865,CHI,0,7185740,7186720,980
2866,FA1,3,7187890,7189240,1350
2867,FC1,0,7188855,7189985,1130
2868,FA1,3,7190080,7191070,990
2869,FA1,2,7192515,7194805,2290
2870,FA1,11,7195950,7200430,4480
2871,FA1,1,7202150,7202740,590
2872,FA1,1,7203085,7204475,1390
2873,FA1,12,7205470,7207510,2040
2874,CHI,0,7210090,7211830,1740
2875,FA1,7,7211870,7212650,780
2876,CHI,0,7212680,7216180,3500
2877,FA1,8,7216780,7218000,1220
2878,FA1,9,7218010,7219810,1800
2879,CHI,0,7220510,7223000,2490
2880,FA1,3,7222215,7223015,800
2881,FA1,2,7224205,7225125,920
2882,CHI,0,7225735,7226035,300
2883,CHI,0,7226255,7226525,270
